Latitude,Longitude,PTrain_RFL
24.53,84.02,276.73
30.17,76.54,84.13
27.68,76.45,148.66
25.05,84.63,264.89
27.6,78.05,164.01
26.27,91.37,294.35
23.83,73.03,158.64
24.77,93.9,455.14
22.72,75.8,196.6
17.69,78.87,194.37
27.16,79.27,220.04
29.84,78.75,567.96
24.68,74.13,155.74
27.68,74.07,83.31
11.57,75.6,241.49
11.77,79.38,206.97
27.24,79.44,224.83
34.65,76.02,80.61
30.1,77.75,148.74
20.13,85.15,320.63
24.28,85.17,289.46
27.33,82.7,224.84
23.2,79.95,350.38
19.08,82.03,236.23
26.82,75.8,150.02
26.9,70.92,60.48
21.05,75.57,224.21
25.35,72.62,124.83
26.53,88.72,260.84
32.67,74.83,118.27
22.82,86.18,302.56
22.82,86.18,302.4
22.88,84.13,307.06
25.08,73.08,135.66
18.2,75.2,170.85
24.53,76.17,190.63
25.45,78.58,249.06
21.92,84.08,293.02
26.3,73.02,103.25
30.55,79.57,571.2
33.19,74.15,191.4
14.53,76.35,102.38
22.23,85.65,300.75
25.48,84.42,256.03
25.05,84.08,265.59
26.2,73.94,121.64
28.88,74.07,27.21
26.72,89.88,289.29
21.73,75.15,197.62
22.47,70.07,194.93
26.1,92.73,322.78
26.38,79.19,235.05
24.92,86.22,270.91
17.61,78.88,193.4
25.55,82.32,266.9
23.63,75.13,178.7
28.05,94.18,359.84
30.64,76.05,69.78
30.8,75.82,61.72
29.28,77.42,120.28
33.98,74.27,388.94
28.06,75.28,99.16
25.1,78.8,272.01
33.78,74.07,248.68
26.21,73.07,104.63
33.34,74.21,276.95
32.6,74.87,91.77
24.43,85.52,289.44
23.1,74.15,177.54
22.17,86.63,319.3
30.03,77.83,147.02
17.74,78.47,184.11
28.33,75.68,92.57
16.33,74.78,146.53
16.43,74.68,150.02
25.38,74.3,152.93
29.8,78.65,392.0
22.52,85.63,301.53
26.13,87.62,255.37
20.78,85.72,321.54
20.82,75.97,222.74
21.85,87.92,350.55
10.95,78.08,117.55
24.32,92.0,353.75
16.95,82.23,309.34
27.07,88.47,488.91
18.33,84.13,329.97
11.73,78.97,172.35
32.4,78.25,411.72
20.27,81.48,263.49
22.67,76.73,227.42
11.83,75.33,243.23
26.43,80.37,282.72
8.08,77.5,178.14
31.33,75.33,50.4
10.92,79.83,224.05
10.07,78.8,172.72
29.7,77.03,106.55
14.78,74.13,274.63
33.0,74.9,333.96
21.62,85.58,302.43
21.32,70.32,216.04
24.98,79.92,319.19
17.25,80.15,250.15
21.83,76.37,226.55
21.82,75.62,213.31
27.9,80.8,251.86
22.08,82.15,293.17
9.95,76.27,215.78
10.23,77.47,324.88
12.95,78.3,66.25
16.7,74.23,168.63
22.53,88.33,341.57
22.65,88.45,339.79
7.22,93.73,226.34
10.75,79.35,190.97
25.15,75.85,171.96
25.18,75.9,172.48
17.55,80.63,256.83
9.53,76.6,176.46
11.25,75.78,235.2
23.4,88.52,323.87
10.4,78.67,157.78
33.58,75.5,319.56
34.42,74.3,341.69
15.83,78.07,186.74
26.85,79.5,235.13
25.22,82.72,270.39
13.24,76.86,64.95
19.28,74.37,169.18
17.87,78.76,192.61
17.22,78.03,167.24
13.55,76.01,94.74
22.5,73.75,190.81
21.53,73.43,207.2
32.68,74.76,87.44
31.91,75.45,75.41
29.92,77.07,107.43
13.02,80.12,249.17
27.57,79.35,212.0
27.51,79.51,219.32
