Latitude,Longitude,PTrain_LC1
11.83,75.33,2.23
26.43,80.37,3.28
8.08,77.5,1.99
31.33,75.33,2.42
10.92,79.83,2.26
10.07,78.8,2.18
29.7,77.03,2.75
14.78,74.13,2.52
33.0,74.9,2.79
21.62,85.58,4.07
21.32,70.32,3.2
24.98,79.92,3.42
17.25,80.15,2.95
21.83,76.37,3.43
21.82,75.62,3.36
27.9,80.8,3.2
22.08,82.15,3.81
9.95,76.27,2.06
10.23,77.47,4.04
12.95,78.3,3.37
16.7,74.23,3.51
22.53,88.33,3.58
22.65,88.45,3.58
7.22,93.73,2.73
10.75,79.35,2.17
25.15,75.85,3.32
25.18,75.9,3.31
17.55,80.63,3.0
9.53,76.6,2.05
11.25,75.78,2.17
23.4,88.52,3.61
10.4,78.67,2.2
33.58,75.5,2.65
34.42,74.3,2.79
15.83,78.07,2.9
26.85,79.5,3.16
25.22,82.72,3.38
13.24,76.86,3.19
19.28,74.37,3.92
17.87,78.76,3.53
17.22,78.03,3.54
13.55,76.01,3.3
22.5,73.75,3.47
21.53,73.43,3.44
32.68,74.76,2.31
31.91,75.45,2.4
29.92,77.07,2.73
13.02,80.12,2.48
27.57,79.35,3.09
27.51,79.51,3.11
30.02,79.07,3.9
13.35,77.98,3.39
34.3,73.95,3.33
34.12,74.81,2.83
28.62,72.97,2.55
22.17,85.62,4.09
27.78,79.32,3.07
21.85,72.13,3.23
17.5,74.75,3.74
26.7,89.45,3.92
28.19,75.7,2.92
20.03,77.83,3.38
25.25,94.47,5.18
26.89,79.65,3.18
17.92,82.97,3.15
22.44,88.1,3.57
11.7,75.53,2.2
30.04,73.95,2.4
9.82,77.15,3.18
21.95,85.32,4.28
21.23,78.9,3.48
22.05,78.3,4.04
26.8,75.64,3.2
19.25,73.15,3.01
19.5,83.32,3.68
33.23,74.39,2.5
32.96,74.41,2.28
24.6,84.82,3.58
29.79,78.71,3.34
19.9,86.12,3.35
29.87,78.72,3.78
20.27,85.18,3.41
21.42,79.27,3.74
17.07,78.49,3.59
25.4,79.5,3.29
12.85,74.9,2.32
28.93,74.89,2.64
23.1,71.4,3.18
23.43,85.32,4.29
12.42,78.38,2.69
11.83,75.67,2.32
23.48,70.47,3.42
22.42,71.87,3.28
25.13,75.58,3.54
24.54,75.71,3.58
25.7,81.35,3.31
17.28,76.22,3.23
21.78,85.97,3.99
21.32,77.61,3.49
10.92,76.43,2.14
10.47,79.73,2.19
20.23,83.28,3.5
18.15,73.0,2.97
27.05,79.39,3.15
26.65,79.99,3.22
27.23,79.25,3.12
23.1,74.87,3.68
28.37,76.9,2.91
29.82,78.53,3.53
19.72,76.27,3.5
33.77,74.35,3.29
30.66,76.84,2.66
26.18,92.73,4.01
23.32,91.32,3.71
25.05,75.0,3.57
26.49,79.19,3.12
9.18,76.55,2.0
10.98,78.23,2.12
34.45,74.29,2.75
24.75,78.25,3.44
24.03,79.2,3.61
17.75,77.9,3.41
27.08,79.82,3.18
15.85,77.27,3.0
22.84,88.42,3.59
24.98,78.27,3.4
23.6,74.62,3.55
23.35,77.07,3.66
16.62,73.9,3.56
23.63,85.0,4.16
22.6,81.47,4.29
18.75,73.55,3.95
26.99,79.64,3.17
24.82,78.76,3.44
33.53,77.5,4.06
24.37,82.95,3.62
25.05,84.05,3.45
25.07,83.95,3.46
16.55,73.62,2.83
29.89,78.66,3.66
24.86,78.86,3.46
29.12,75.52,2.67
25.5,75.85,3.22
23.97,93.22,4.8
23.37,93.12,5.23
29.98,78.62,3.41
24.97,85.1,3.52
22.53,88.32,3.58
26.52,85.97,3.47
26.25,76.33,3.15
28.04,75.65,3.02
25.65,94.03,5.3
33.23,74.63,3.13
20.18,85.62,3.44
28.12,74.76,2.9
25.35,75.53,3.29
18.12,73.0,3.11
21.18,71.65,3.21
25.53,86.55,3.53
26.82,70.7,3.0
21.51,77.52,4.33
22.52,79.03,3.95
21.43,78.97,3.49
13.18,80.04,2.49
27.69,79.67,3.12
17.97,78.72,3.5
16.97,78.35,3.48
34.29,74.23,3.01
34.17,74.27,3.15
15.2,76.22,3.05
19.83,83.73,3.63
12.46,80.1,2.43
24.53,75.65,3.57
16.75,77.78,3.24
10.08,78.75,2.16
13.93,78.27,3.04
27.69,79.65,3.12
16.1,78.3,3.0
16.03,79.95,2.81
28.23,95.0,4.13
11.15,75.97,2.19
26.75,94.83,4.54
29.54,77.49,2.8
9.23,76.87,2.01
33.5,74.83,4.08
21.43,74.43,3.22
12.71,76.95,2.98
8.77,78.1,2.02
11.73,75.88,3.39
24.38,84.53,3.66
25.85,85.6,3.47
30.4,77.95,3.1
12.48,76.87,3.01
8.37,77.0,1.95
34.1,74.65,2.82
17.67,82.23,3.38
34.11,74.52,2.89
18.93,77.48,3.33
