Latitude,Longitude,PTrain_LC1
20.82,75.97,3.25
21.85,87.92,3.34
10.95,78.08,1.89
24.32,92.0,3.93
16.95,82.23,2.83
27.07,88.47,5.01
18.33,84.13,2.98
11.73,78.97,2.14
32.4,78.25,3.91
20.27,81.48,3.5
22.67,76.73,3.42
11.83,75.33,2.35
26.43,80.37,3.34
8.08,77.5,2.07
31.33,75.33,1.88
10.92,79.83,2.24
10.07,78.8,2.1
29.7,77.03,2.46
14.78,74.13,2.7
33.0,74.9,2.33
21.62,85.58,3.85
21.32,70.32,3.51
24.98,79.92,3.51
17.25,80.15,2.77
21.83,76.37,3.34
21.82,75.62,3.31
27.9,80.8,3.18
22.08,82.15,3.77
9.95,76.27,2.15
10.23,77.47,4.9
12.95,78.3,3.04
16.7,74.23,3.52
22.53,88.33,3.42
22.65,88.45,3.45
7.22,93.73,3.07
10.75,79.35,2.07
25.15,75.85,3.28
25.18,75.9,3.28
17.55,80.63,2.82
9.53,76.6,2.06
11.25,75.78,2.27
23.4,88.52,3.6
10.4,78.67,2.06
33.58,75.5,2.17
34.42,74.3,2.41
15.83,78.07,2.61
26.85,79.5,3.19
25.22,82.72,3.68
13.24,76.86,2.83
19.28,74.37,3.89
17.87,78.76,3.23
17.22,78.03,3.21
13.55,76.01,3.13
22.5,73.75,3.53
21.53,73.43,3.54
32.68,74.76,1.63
31.91,75.45,1.81
29.92,77.07,2.41
13.02,80.12,2.4
27.57,79.35,3.06
27.51,79.51,3.08
30.02,79.07,3.79
13.35,77.98,2.99
34.3,73.95,3.14
34.12,74.81,2.48
28.62,72.97,2.29
22.17,85.62,3.9
27.78,79.32,3.04
21.85,72.13,3.46
17.5,74.75,3.66
26.7,89.45,4.37
28.19,75.7,2.75
20.03,77.83,3.22
25.25,94.47,5.48
26.89,79.65,3.2
17.92,82.97,2.97
22.44,88.1,3.39
11.7,75.53,2.32
30.04,73.95,1.98
9.82,77.15,3.2
21.95,85.32,4.07
21.23,78.9,3.42
22.05,78.3,3.88
26.8,75.64,3.1
19.25,73.15,3.21
19.5,83.32,3.44
33.23,74.39,1.91
32.96,74.41,1.6
24.6,84.82,3.82
29.79,78.71,3.13
19.9,86.12,3.15
29.87,78.72,3.64
20.27,85.18,3.23
21.42,79.27,3.64
17.07,78.49,3.28
25.4,79.5,3.38
12.85,74.9,2.45
28.93,74.89,2.38
23.1,71.4,3.38
23.43,85.32,4.21
12.42,78.38,2.34
11.83,75.67,2.37
23.48,70.47,3.62
22.42,71.87,3.47
25.13,75.58,3.45
24.54,75.71,3.5
25.7,81.35,3.51
17.28,76.22,2.94
21.78,85.97,3.77
21.32,77.61,3.38
10.92,76.43,2.1
10.47,79.73,2.16
20.23,83.28,3.35
18.15,73.0,3.2
27.05,79.39,3.16
26.65,79.99,3.26
27.23,79.25,3.12
23.1,74.87,3.62
28.37,76.9,2.76
29.82,78.53,3.34
19.72,76.27,3.3
33.77,74.35,3.09
30.66,76.84,2.25
26.18,92.73,4.57
23.32,91.32,3.61
25.05,75.0,3.48
26.49,79.19,3.18
9.18,76.55,2.08
10.98,78.23,1.85
34.45,74.29,2.35
24.75,78.25,3.45
24.03,79.2,3.63
17.75,77.9,3.1
27.08,79.82,3.19
15.85,77.27,2.63
22.84,88.42,3.48
24.98,78.27,3.42
23.6,74.62,3.51
23.35,77.07,3.57
16.62,73.9,3.66
23.63,85.0,4.13
22.6,81.47,4.21
18.75,73.55,4.07
26.99,79.64,3.18
24.82,78.76,3.48
33.53,77.5,4.33
24.37,82.95,3.82
25.05,84.05,3.77
25.07,83.95,3.77
16.55,73.62,3.0
29.89,78.66,3.49
24.86,78.86,3.5
29.12,75.52,2.41
25.5,75.85,3.2
23.97,93.22,4.82
23.37,93.12,5.26
29.98,78.62,3.2
24.97,85.1,3.82
22.53,88.32,3.42
26.52,85.97,3.91
26.25,76.33,3.12
28.04,75.65,2.84
25.65,94.03,5.57
33.23,74.63,2.81
20.18,85.62,3.24
28.12,74.76,2.7
25.35,75.53,3.25
18.12,73.0,3.32
21.18,71.65,3.47
25.53,86.55,3.88
26.82,70.7,2.91
