Latitude,Longitude,PTrain_AC1
22.17,85.62,1.55
27.78,79.32,1.58
21.85,72.13,1.26
17.5,74.75,1.19
26.7,89.45,2.1
28.19,75.7,1.77
20.03,77.83,0.84
25.25,94.47,2.23
26.89,79.65,1.39
17.92,82.97,1.85
22.44,88.1,1.95
11.7,75.53,2.78
30.04,73.95,2.09
9.82,77.15,2.66
21.95,85.32,1.49
21.23,78.9,0.84
22.05,78.3,0.95
26.8,75.64,1.54
19.25,73.15,1.4
19.5,83.32,1.48
33.23,74.39,3.39
32.96,74.41,3.0
24.6,84.82,1.59
29.79,78.71,2.33
19.9,86.12,1.93
29.87,78.72,2.71
20.27,85.18,1.74
21.42,79.27,0.88
17.07,78.49,1.27
25.4,79.5,1.18
12.85,74.9,2.49
28.93,74.89,1.88
23.1,71.4,1.16
23.43,85.32,1.53
12.42,78.38,2.21
11.83,75.67,2.67
23.48,70.47,1.14
22.42,71.87,1.19
25.13,75.58,1.3
24.54,75.71,1.22
25.7,81.35,1.29
17.28,76.22,1.13
21.78,85.97,1.62
21.32,77.61,0.91
10.92,76.43,2.85
10.47,79.73,3.15
20.23,83.28,1.44
18.15,73.0,1.51
27.05,79.39,1.43
26.65,79.99,1.33
27.23,79.25,1.46
23.1,74.87,1.11
28.37,76.9,1.77
29.82,78.53,2.49
19.72,76.27,0.96
33.77,74.35,4.37
30.66,76.84,2.27
26.18,92.73,2.21
23.32,91.32,2.1
25.05,75.0,1.28
26.49,79.19,1.35
9.18,76.55,3.39
10.98,78.23,2.7
34.45,74.29,4.29
24.75,78.25,1.2
24.03,79.2,1.06
17.75,77.9,1.09
27.08,79.82,1.41
15.85,77.27,1.33
22.84,88.42,1.92
24.98,78.27,1.22
23.6,74.62,1.15
23.35,77.07,1.09
16.62,73.9,1.44
23.63,85.0,1.51
22.6,81.47,1.15
18.75,73.55,1.16
26.99,79.64,1.4
24.82,78.76,1.18
33.53,77.5,4.09
24.37,82.95,1.37
25.05,84.05,1.55
25.07,83.95,1.54
16.55,73.62,1.69
29.89,78.66,2.62
24.86,78.86,1.18
29.12,75.52,1.91
25.5,75.85,1.35
23.97,93.22,2.02
23.37,93.12,1.97
29.98,78.62,2.47
24.97,85.1,1.64
22.53,88.32,1.94
26.52,85.97,1.85
26.25,76.33,1.44
28.04,75.65,1.75
25.65,94.03,2.34
33.23,74.63,3.99
20.18,85.62,1.8
28.12,74.76,1.76
25.35,75.53,1.33
18.12,73.0,1.47
21.18,71.65,1.23
25.53,86.55,1.82
26.82,70.7,1.47
21.51,77.52,0.97
22.52,79.03,0.94
21.43,78.97,0.84
13.18,80.04,2.53
27.69,79.67,1.52
17.97,78.72,1.15
16.97,78.35,1.28
34.29,74.23,4.38
34.17,74.27,4.4
15.2,76.22,1.52
19.83,83.73,1.53
12.46,80.1,2.74
24.53,75.65,1.22
16.75,77.78,1.25
10.08,78.75,3.12
13.93,78.27,1.8
27.69,79.65,1.52
16.1,78.3,1.51
16.03,79.95,1.95
28.23,95.0,2.39
11.15,75.97,2.88
26.75,94.83,2.31
29.54,77.49,1.98
9.23,76.87,3.31
33.5,74.83,4.05
21.43,74.43,1.14
12.71,76.95,1.99
8.77,78.1,3.53
11.73,75.88,2.33
24.38,84.53,1.54
25.85,85.6,1.77
30.4,77.95,2.43
12.48,76.87,2.06
8.37,77.0,3.61
34.1,74.65,4.25
17.67,82.23,1.73
34.11,74.52,4.22
18.93,77.48,0.89
9.8,76.8,2.86
17.83,73.92,1.23
23.72,85.5,1.57
23.8,81.35,1.15
12.92,74.82,2.49
26.62,89.83,2.11
24.65,79.15,1.13
29.98,78.7,2.37
24.22,84.67,1.53
23.97,87.17,1.77
17.97,78.86,1.17
27.83,79.47,1.56
16.13,76.58,1.27
9.75,76.57,3.19
11.98,75.95,2.25
24.71,79.22,1.15
24.82,85.25,1.64
16.17,76.88,1.25
32.89,74.74,2.95
24.59,79.18,1.12
34.51,76.27,4.81
23.8,80.8,1.09
26.42,87.43,1.94
13.32,77.14,1.73
24.37,87.42,1.8
23.8,86.28,1.67
12.42,92.93,3.17
26.75,80.88,1.37
30.93,75.87,2.32
30.9,75.8,2.31
25.75,93.18,2.19
34.03,74.68,4.29
25.55,76.22,1.35
34.42,74.23,4.29
30.38,77.81,2.29
24.5,87.13,1.78
24.58,78.88,1.14
21.7,84.67,1.44
23.27,92.47,1.96
25.2,93.3,2.13
13.7,75.67,1.9
25.58,93.77,2.26
26.77,84.98,1.79
27.23,94.12,2.31
25.18,86.08,1.76
28.33,73.2,1.77
24.37,87.2,1.79
21.85,87.22,1.88
24.17,88.27,1.87
30.72,76.25,2.27
17.44,78.54,1.23
22.22,70.23,1.12
24.11,78.98,1.12
25.47,92.8,2.15
25.5,93.12,2.18
27.75,95.92,2.3
27.03,79.39,1.43
21.72,71.38,1.1
18.03,75.33,1.11
21.08,83.4,1.39
26.35,75.57,1.47
25.3,93.43,2.18
