Latitude,Longitude,PTrain_AC1
23.2,79.95,1.68
19.08,82.03,3.21
26.82,75.8,0.96
26.9,70.92,0.39
21.05,75.57,2.03
25.35,72.62,0.8
26.53,88.72,2.98
32.67,74.83,0.47
22.82,86.18,2.82
22.82,86.18,2.82
22.88,84.13,2.56
25.08,73.08,0.88
18.2,75.2,2.95
24.53,76.17,1.3
25.45,78.58,1.33
21.92,84.08,2.69
26.3,73.02,0.71
30.55,79.57,0.9
33.19,74.15,0.38
14.53,76.35,4.22
22.23,85.65,2.84
25.48,84.42,2.33
25.05,84.08,2.3
26.2,73.94,0.81
28.88,74.07,0.65
26.72,89.88,3.11
21.73,75.15,1.87
22.47,70.07,1.61
26.1,92.73,3.57
26.38,79.19,1.25
24.92,86.22,2.62
17.61,78.88,3.29
25.55,82.32,1.9
23.63,75.13,1.38
28.05,94.18,3.81
30.64,76.05,0.68
30.8,75.82,0.66
29.28,77.42,0.89
33.98,74.27,1.09
28.06,75.28,0.81
25.1,78.8,1.37
33.78,74.07,0.43
26.21,73.07,0.73
33.34,74.21,0.38
32.6,74.87,0.5
24.43,85.52,2.53
23.1,74.15,1.49
22.17,86.63,3.01
30.03,77.83,0.82
17.74,78.47,3.21
28.33,75.68,0.84
16.33,74.78,3.7
16.43,74.68,3.66
25.38,74.3,0.95
29.8,78.65,0.74
22.52,85.63,2.77
26.13,87.62,2.81
20.78,85.72,3.18
20.82,75.97,2.09
21.85,87.92,3.27
10.95,78.08,4.92
24.32,92.0,3.35
16.95,82.23,3.98
27.07,88.47,2.78
18.33,84.13,3.75
11.73,78.97,4.9
32.4,78.25,1.24
20.27,81.48,2.73
22.67,76.73,1.69
11.83,75.33,5.0
26.43,80.37,1.25
8.08,77.5,5.52
31.33,75.33,0.59
10.92,79.83,5.16
10.07,78.8,5.25
29.7,77.03,0.82
14.78,74.13,4.26
33.0,74.9,0.39
21.62,85.58,2.96
21.32,70.32,1.93
24.98,79.92,1.38
17.25,80.15,3.52
21.83,76.37,1.85
21.82,75.62,1.84
27.9,80.8,1.19
22.08,82.15,2.39
9.95,76.27,5.31
10.23,77.47,5.69
12.95,78.3,4.82
16.7,74.23,3.61
22.53,88.33,3.16
22.65,88.45,3.14
7.22,93.73,5.15
10.75,79.35,5.09
25.15,75.85,1.17
25.18,75.9,1.17
17.55,80.63,3.48
9.53,76.6,5.34
11.25,75.78,5.1
23.4,88.52,3.02
10.4,78.67,5.16
33.58,75.5,0.46
34.42,74.3,0.59
15.83,78.07,3.71
26.85,79.5,1.21
25.22,82.72,2.02
13.24,76.86,4.61
19.28,74.37,2.68
17.87,78.76,3.19
17.22,78.03,3.35
