Latitude,Longitude,PTrain_AC1
22.6,81.47,1.5
18.75,73.55,2.48
26.99,79.64,1.11
24.82,78.76,1.09
33.53,77.5,4.06
24.37,82.95,1.71
25.05,84.05,2.24
25.07,83.95,2.2
16.55,73.62,3.84
29.89,78.66,0.4
24.86,78.86,1.07
29.12,75.52,1.26
25.5,75.85,1.3
23.97,93.22,3.29
23.37,93.12,3.46
29.98,78.62,0.59
24.97,85.1,2.5
22.53,88.32,3.91
26.52,85.97,3.04
26.25,76.33,1.27
28.04,75.65,1.08
25.65,94.03,4.8
33.23,74.63,1.27
20.18,85.62,3.35
28.12,74.76,1.2
25.35,75.53,1.25
18.12,73.0,3.5
21.18,71.65,2.69
25.53,86.55,3.1
26.82,70.7,1.59
21.51,77.52,1.54
22.52,79.03,1.34
21.43,78.97,1.55
13.18,80.04,4.25
27.69,79.67,1.11
17.97,78.72,2.18
16.97,78.35,2.51
34.29,74.23,1.83
34.17,74.27,1.71
15.2,76.22,3.06
19.83,83.73,2.38
12.46,80.1,4.61
24.53,75.65,1.05
16.75,77.78,2.51
10.08,78.75,4.31
13.93,78.27,3.4
27.69,79.65,1.11
16.1,78.3,2.68
16.03,79.95,3.62
28.23,95.0,5.11
11.15,75.97,4.73
26.75,94.83,4.57
29.54,77.49,1.15
9.23,76.87,4.49
33.5,74.83,2.73
21.43,74.43,1.88
12.71,76.95,3.85
8.77,78.1,4.7
11.73,75.88,4.8
24.38,84.53,2.11
25.85,85.6,2.86
30.4,77.95,0.83
12.48,76.87,3.98
8.37,77.0,4.75
34.1,74.65,2.15
17.67,82.23,3.15
34.11,74.52,1.85
18.93,77.48,2.04
9.8,76.8,4.84
17.83,73.92,2.72
23.72,85.5,1.98
23.8,81.35,1.33
12.92,74.82,4.75
26.62,89.83,3.84
24.65,79.15,1.1
29.98,78.7,0.72
24.22,84.67,1.95
23.97,87.17,2.89
17.97,78.86,2.18
27.83,79.47,1.12
16.13,76.58,2.77
9.75,76.57,4.54
11.98,75.95,4.66
24.71,79.22,1.11
24.82,85.25,2.49
16.17,76.88,2.72
32.89,74.74,2.17
