Latitude,Longitude,PTrain_AC1
27.23,79.25,3.04
23.1,74.87,3.58
28.37,76.9,2.32
29.82,78.53,2.31
19.72,76.27,4.16
33.77,74.35,1.59
30.66,76.84,1.8
26.18,92.73,5.44
23.32,91.32,5.3
25.05,75.0,3.1
26.49,79.19,3.18
9.18,76.55,4.97
10.98,78.23,4.17
34.45,74.29,1.22
24.75,78.25,3.44
24.03,79.2,3.65
17.75,77.9,4.39
27.08,79.82,3.17
15.85,77.27,4.32
22.84,88.42,5.03
24.98,78.27,3.39
23.6,74.62,3.45
23.35,77.07,3.66
16.62,73.9,5.41
23.63,85.0,4.51
22.6,81.47,4.61
18.75,73.55,4.98
26.99,79.64,3.15
24.82,78.76,3.46
33.53,77.5,4.12
24.37,82.95,4.32
25.05,84.05,4.42
25.07,83.95,4.41
16.55,73.62,5.41
29.89,78.66,2.39
24.86,78.86,3.46
29.12,75.52,1.84
25.5,75.85,3.1
23.97,93.22,5.25
23.37,93.12,5.42
29.98,78.62,2.3
24.97,85.1,4.51
22.53,88.32,5.15
26.52,85.97,4.68
26.25,76.33,2.94
28.04,75.65,2.18
25.65,94.03,6.6
33.23,74.63,1.22
20.18,85.62,5.06
28.12,74.76,2.03
25.35,75.53,3.1
18.12,73.0,5.26
21.18,71.65,4.37
25.53,86.55,4.65
26.82,70.7,2.15
21.51,77.52,4.42
22.52,79.03,4.02
21.43,78.97,3.9
13.18,80.04,5.14
27.69,79.67,3.05
17.97,78.72,4.46
16.97,78.35,4.64
34.29,74.23,1.32
34.17,74.27,1.44
15.2,76.22,4.7
19.83,83.73,4.67
12.46,80.1,5.3
24.53,75.65,3.29
16.75,77.78,4.44
10.08,78.75,4.7
13.93,78.27,4.73
27.69,79.65,3.04
16.1,78.3,4.49
16.03,79.95,5.08
28.23,95.0,6.75
11.15,75.97,5.28
26.75,94.83,6.42
29.54,77.49,2.16
9.23,76.87,4.74
33.5,74.83,3.24
21.43,74.43,4.05
12.71,76.95,4.92
8.77,78.1,4.84
11.73,75.88,6.06
24.38,84.53,4.44
25.85,85.6,4.6
30.4,77.95,2.04
12.48,76.87,5.05
8.37,77.0,4.84
34.1,74.65,1.44
17.67,82.23,5.03
34.11,74.52,1.26
18.93,77.48,4.07
9.8,76.8,5.45
17.83,73.92,5.13
23.72,85.5,4.49
23.8,81.35,4.17
12.92,74.82,5.58
26.62,89.83,5.12
24.65,79.15,3.51
29.98,78.7,2.33
24.22,84.67,4.47
23.97,87.17,4.61
17.97,78.86,4.47
27.83,79.47,2.98
16.13,76.58,4.51
9.75,76.57,4.86
11.98,75.95,5.95
24.71,79.22,3.53
24.82,85.25,4.51
16.17,76.88,4.37
32.89,74.74,1.33
24.59,79.18,3.52
34.51,76.27,3.64
23.8,80.8,4.02
26.42,87.43,4.85
13.32,77.14,5.07
24.37,87.42,4.62
23.8,86.28,4.52
12.42,92.93,5.38
26.75,80.88,3.53
30.93,75.87,1.5
30.9,75.8,1.48
25.75,93.18,5.43
34.03,74.68,1.47
25.55,76.22,3.12
34.42,74.23,1.19
30.38,77.81,2.05
24.5,87.13,4.6
24.58,78.88,3.51
21.7,84.67,4.5
23.27,92.47,5.04
25.2,93.3,5.48
13.7,75.67,5.34
25.58,93.77,6.21
26.77,84.98,4.56
27.23,94.12,6.08
25.18,86.08,4.59
28.33,73.2,1.77
24.37,87.2,4.61
21.85,87.22,5.13
24.17,88.27,4.76
30.72,76.25,1.63
17.44,78.54,4.52
22.22,70.23,3.84
24.11,78.98,3.7
25.47,92.8,5.3
25.5,93.12,5.36
27.75,95.92,6.91
27.03,79.39,3.1
21.72,71.38,3.98
18.03,75.33,4.57
21.08,83.4,4.4
26.35,75.57,2.82
25.3,93.43,5.78
32.8,79.18,4.46
27.32,95.9,6.88
26.03,90.17,5.06
21.55,71.35,4.08
17.18,78.71,4.62
16.17,76.52,4.5
34.0,74.92,1.54
20.2,83.7,4.73
23.4,69.88,3.38
22.32,87.05,4.89
22.83,85.12,4.47
17.98,76.33,4.5
26.87,79.11,3.09
12.02,77.25,5.18
25.2,94.47,6.62
25.68,92.8,5.33
20.78,77.67,3.91
24.7,79.02,3.5
22.88,69.82,3.67
23.83,87.82,4.73
32.52,74.76,1.24
26.28,94.25,6.19
24.55,92.6,5.17
24.87,86.52,4.58
29.97,77.04,1.96
28.07,75.62,2.18
9.92,78.12,4.36
9.83,78.08,4.4
17.93,73.67,5.69
16.75,78.0,4.54
21.08,71.78,4.47
27.23,79.05,3.0
26.75,92.35,5.51
22.0,80.7,4.35
25.03,88.13,4.76
20.55,74.53,4.21
21.17,81.73,4.3
32.27,77.17,2.22
