Latitude,Longitude,PTrain_AP1
33.13,75.98,899.0
29.86,78.64,944.57
26.92,71.37,1000.68
30.66,76.83,1000.56
24.6,92.83,1012.19
33.27,74.55,967.17
17.65,77.47,979.74
30.58,76.82,1000.97
25.98,87.13,1012.02
24.42,85.98,995.8
28.93,76.17,1005.35
33.53,74.22,941.9
29.93,78.74,969.88
24.37,92.17,1012.4
26.7,77.9,1007.18
29.91,78.7,962.26
25.6,75.61,999.4
21.48,85.82,983.46
33.58,74.09,948.74
26.47,92.47,1010.96
19.3,75.67,988.8
22.98,71.47,1009.0
22.57,70.42,1011.72
23.57,76.78,989.48
32.74,74.81,1001.04
24.15,78.23,994.51
28.39,75.63,1000.83
28.35,75.64,1000.76
16.22,73.83,1007.1
27.13,94.77,1010.39
26.17,93.57,973.22
17.94,78.68,982.83
20.17,84.85,1003.01
27.1,79.95,1010.99
26.35,89.9,1009.74
27.27,93.07,965.84
32.56,74.92,1000.49
24.53,84.92,1007.39
12.17,76.6,971.38
15.68,74.97,974.89
34.27,74.47,939.08
34.45,74.41,931.97
34.39,73.79,952.22
21.07,83.2,1002.29
18.02,78.9,984.73
34.37,73.98,838.59
23.75,86.17,1002.01
16.05,73.92,1004.27
23.42,91.67,1010.91
29.08,74.68,1006.11
28.87,75.45,1005.07
25.32,86.02,1011.89
25.55,84.15,1012.49
23.98,86.02,999.38
22.97,74.12,998.09
24.76,79.05,999.59
23.13,84.85,981.27
20.0,76.3,985.95
27.5,95.75,1008.04
16.73,76.92,990.77
21.7,74.03,964.82
26.28,79.29,1010.15
25.93,90.77,1010.35
27.79,79.31,1009.56
29.28,78.12,1005.29
25.97,85.12,1012.65
28.19,74.69,999.03
26.13,89.47,1011.77
10.03,76.3,1012.8
11.22,76.15,1009.99
13.07,80.26,1012.1
17.58,78.54,979.48
13.25,80.33,1012.18
13.13,80.25,1012.18
8.18,77.63,1012.47
26.75,82.08,1012.11
25.93,80.83,1011.65
30.92,74.67,1005.93
26.3,87.27,1010.97
22.37,88.78,1013.11
16.28,78.68,978.4
30.72,76.77,999.49
26.35,79.23,1009.76
25.77,75.63,997.51
24.18,92.02,1012.36
11.18,75.85,1011.82
17.84,78.12,985.54
15.42,75.63,975.26
27.33,88.62,914.03
16.53,80.8,1011.31
24.75,84.95,1008.23
25.4,83.55,1012.6
22.77,83.97,982.21
27.13,81.97,1011.62
21.47,80.2,998.64
19.27,84.88,1012.01
26.75,83.37,1012.9
17.35,76.85,987.5
34.05,74.4,878.35
24.65,77.32,988.82
28.42,77.0,1004.11
26.1,91.58,1010.81
26.23,78.25,1005.49
15.42,75.62,974.74
27.23,79.28,1009.18
33.89,74.29,912.2
24.05,76.45,992.87
25.58,76.3,1002.68
15.73,75.98,975.87
16.27,76.83,987.52
23.52,74.0,1004.7
20.1,84.57,1007.55
9.92,77.53,992.78
34.16,74.57,938.55
30.65,78.85,881.1
27.85,78.47,1007.59
14.55,78.73,1005.03
29.9,78.68,940.83
26.01,79.38,1009.53
32.79,74.77,1001.07
29.97,78.53,957.61
26.7,94.12,1008.66
17.61,78.47,980.2
27.72,79.65,1009.16
22.77,87.8,1013.13
23.28,84.55,979.86
20.88,73.72,996.93
28.3,75.71,1000.47
22.9,88.16,1012.74
20.13,78.32,1000.72
29.85,77.05,1003.23
25.22,87.17,1011.93
23.95,87.1,1005.96
22.7,70.65,1010.66
27.22,73.47,997.47
30.72,75.98,1003.08
32.98,74.41,995.92
28.36,74.9,1000.55
27.7,79.57,1009.54
20.67,79.13,1001.8
22.25,88.5,1013.26
33.26,74.14,963.21
27.32,84.32,1009.0
23.27,87.97,1012.07
31.52,76.02,998.65
27.98,72.25,1005.97
24.9,72.83,997.25
20.72,70.99,1012.76
34.08,74.57,936.57
14.97,78.25,999.86
34.1,74.58,938.3
21.92,85.37,980.89
22.02,69.92,1005.5
22.26,88.97,1013.24
22.86,88.04,1012.65
16.75,77.3,989.17
25.73,75.54,996.84
19.92,77.05,987.57
25.93,85.33,1012.65
18.17,73.3,1010.97
21.33,69.9,1011.93
16.72,75.43,977.36
17.21,78.9,994.07
14.83,76.63,977.68
25.96,75.59,998.51
12.84,80.06,1010.82
25.6,85.2,1012.31
18.98,84.02,991.73
20.37,83.37,1004.14
17.63,80.93,1010.34
22.55,72.22,1012.66
20.28,84.7,1001.11
14.98,74.92,983.95
15.17,77.38,987.87
16.28,76.62,986.23
24.67,84.77,1008.33
30.64,76.81,1000.84
30.1,79.97,881.82
28.07,94.57,964.03
24.67,75.6,988.84
18.02,79.57,998.15
27.38,80.17,1009.13
17.82,73.1,1011.44
13.0,76.15,957.49
28.08,96.5,933.13
23.98,85.37,980.44
29.17,75.73,1004.44
14.28,74.45,1011.22
22.77,77.77,998.84
10.58,92.55,1011.17
17.45,78.47,982.17
9.5,76.63,1009.44
15.8,76.98,994.16
15.02,75.95,982.08
30.03,77.89,995.91
28.18,75.39,999.17
34.28,74.2,907.44
13.0,75.7,958.2
33.39,74.23,947.34
27.65,79.95,1009.17
15.43,75.8,976.41
26.86,79.06,1010.58
31.03,78.73,851.66
22.57,75.82,981.38
34.53,75.13,865.73
24.6,87.08,1004.17
17.55,75.9,988.34
22.62,86.13,1002.7
23.67,84.95,987.79
26.39,79.48,1011.78
26.53,75.87,997.44
13.95,76.62,976.1
29.93,78.52,957.21
26.0,92.87,1010.91
14.03,75.68,980.29
13.54,77.3,970.2
27.57,93.85,926.24
12.82,77.03,970.03
13.23,77.12,964.27
16.47,76.53,988.14
34.3,74.25,924.54
28.78,95.88,942.13
24.53,84.02,1007.25
30.17,76.54,1003.67
27.68,76.45,994.98
25.05,84.63,1011.36
27.6,78.05,1006.98
26.27,91.37,1012.19
23.83,73.03,1000.93
24.77,93.9,971.58
22.72,75.8,982.3
17.69,78.87,985.97
27.16,79.27,1009.09
29.84,78.75,918.0
24.68,74.13,988.2
27.68,74.07,998.43
11.57,75.6,1012.83
11.77,79.38,1009.7
27.24,79.44,1009.38
34.65,76.02,834.73
30.1,77.75,1000.45
20.13,85.15,1009.08
24.28,85.17,992.14
27.33,82.7,1012.02
23.2,79.95,994.62
19.08,82.03,982.27
26.82,75.8,993.69
26.9,70.92,999.24
21.05,75.57,1001.92
25.35,72.62,1003.18
26.53,88.72,1009.79
32.67,74.83,996.83
22.82,86.18,1006.52
22.82,86.18,1005.85
22.88,84.13,970.95
25.08,73.08,996.79
18.2,75.2,983.34
24.53,76.17,996.41
25.45,78.58,1002.99
21.92,84.08,1001.36
26.3,73.02,1001.34
30.55,79.57,909.14
33.19,74.15,977.3
14.53,76.35,974.12
22.23,85.65,988.58
25.48,84.42,1012.16
25.05,84.08,1011.16
26.2,73.94,996.95
28.88,74.07,1005.13
26.72,89.88,999.46
21.73,75.15,993.36
22.47,70.07,1012.12
26.1,92.73,1011.84
26.38,79.19,1009.94
24.92,86.22,1009.56
17.61,78.88,986.26
25.55,82.32,1012.89
23.63,75.13,988.35
28.05,94.18,997.07
30.64,76.05,1003.41
30.8,75.82,1003.71
29.28,77.42,1004.05
33.98,74.27,876.19
28.06,75.28,997.94
25.1,78.8,999.98
33.78,74.07,963.21
26.21,73.07,1002.92
33.34,74.21,961.23
32.6,74.87,1001.09
24.43,85.52,993.34
23.1,74.15,998.76
22.17,86.63,1006.74
30.03,77.83,1001.43
17.74,78.47,980.34
28.33,75.68,1000.77
16.33,74.78,976.84
16.43,74.68,978.06
25.38,74.3,987.34
29.8,78.65,959.31
22.52,85.63,983.94
26.13,87.62,1011.35
20.78,85.72,1010.66
20.82,75.97,996.42
21.85,87.92,1013.16
10.95,78.08,1001.64
24.32,92.0,1011.99
16.95,82.23,1012.21
27.07,88.47,946.58
18.33,84.13,1012.42
11.73,78.97,1005.57
32.4,78.25,867.5
20.27,81.48,991.69
22.67,76.73,994.73
11.83,75.33,1011.9
26.43,80.37,1010.53
8.08,77.5,1010.92
31.33,75.33,1004.3
10.92,79.83,1012.61
10.07,78.8,1007.83
29.7,77.03,1003.08
14.78,74.13,1012.32
33.0,74.9,955.04
21.62,85.58,988.4
21.32,70.32,1010.04
24.98,79.92,1005.1
17.25,80.15,1006.56
21.83,76.37,996.25
21.82,75.62,999.26
27.9,80.8,1008.63
22.08,82.15,991.86
9.95,76.27,1012.8
10.23,77.47,889.69
12.95,78.3,961.51
16.7,74.23,980.5
22.53,88.33,1013.18
22.65,88.45,1013.12
7.22,93.73,1009.88
10.75,79.35,1011.84
25.15,75.85,998.96
25.18,75.9,999.07
17.55,80.63,1006.67
9.53,76.6,1008.83
11.25,75.78,1012.64
23.4,88.52,1012.48
10.4,78.67,1005.88
33.58,75.5,964.54
34.42,74.3,936.35
15.83,78.07,996.72
26.85,79.5,1010.23
25.22,82.72,1012.39
13.24,76.86,967.8
19.28,74.37,975.78
17.87,78.76,983.1
17.22,78.03,978.17
13.55,76.01,968.84
22.5,73.75,1003.14
21.53,73.43,1003.45
32.68,74.76,1001.83
31.91,75.45,1002.88
29.92,77.07,1003.05
13.02,80.12,1011.64
27.57,79.35,1009.49
27.51,79.51,1009.94
30.02,79.07,921.56
13.35,77.98,961.01
34.3,73.95,893.55
34.12,74.81,937.68
28.62,72.97,1006.62
22.17,85.62,988.9
27.78,79.32,1009.04
21.85,72.13,1012.83
17.5,74.75,973.14
26.7,89.45,999.08
28.19,75.7,999.24
20.03,77.83,996.04
25.25,94.47,939.51
26.89,79.65,1009.99
17.92,82.97,1008.95
22.44,88.1,1013.34
11.7,75.53,1012.82
30.04,73.95,1007.1
9.82,77.15,953.34
21.95,85.32,980.27
21.23,78.9,998.03
22.05,78.3,973.44
26.8,75.64,995.9
19.25,73.15,1011.8
19.5,83.32,993.33
33.23,74.39,973.46
32.96,74.41,996.11
24.6,84.82,1007.55
29.79,78.71,967.57
19.9,86.12,1012.88
29.87,78.72,933.14
20.27,85.18,1009.63
21.42,79.27,987.61
17.07,78.49,977.19
25.4,79.5,1008.56
12.85,74.9,1012.0
28.93,74.89,1005.86
23.1,71.4,1011.34
23.43,85.32,980.52
12.42,78.38,988.08
11.83,75.67,1006.98
23.48,70.47,1007.18
22.42,71.87,1010.4
25.13,75.58,991.11
24.54,75.71,991.39
25.7,81.35,1013.37
17.28,76.22,987.45
21.78,85.97,992.83
21.32,77.61,993.87
10.92,76.43,1009.04
10.47,79.73,1012.78
20.23,83.28,1001.52
18.15,73.0,1009.66
27.05,79.39,1009.21
26.65,79.99,1010.6
27.23,79.25,1009.13
23.1,74.87,991.93
28.37,76.9,1002.7
29.82,78.53,952.31
19.72,76.27,987.68
33.77,74.35,901.83
30.66,76.84,1000.5
26.18,92.73,1003.7
23.32,91.32,1012.74
25.05,75.0,990.53
26.49,79.19,1012.39
9.18,76.55,1012.23
10.98,78.23,1006.33
34.45,74.29,938.97
24.75,78.25,997.84
24.03,79.2,993.77
17.75,77.9,984.97
27.08,79.82,1009.6
15.85,77.27,990.1
22.84,88.42,1012.93
24.98,78.27,999.23
23.6,74.62,996.43
23.35,77.07,989.19
16.62,73.9,979.96
23.63,85.0,984.77
22.6,81.47,970.14
18.75,73.55,975.92
26.99,79.64,1010.02
24.82,78.76,998.93
33.53,77.5,791.01
24.37,82.95,1002.37
25.05,84.05,1011.26
25.07,83.95,1010.98
16.55,73.62,1007.1
29.89,78.66,942.06
24.86,78.86,998.27
29.12,75.52,1005.34
25.5,75.85,1001.34
23.97,93.22,967.93
23.37,93.12,938.28
29.98,78.62,959.37
24.97,85.1,1010.23
22.53,88.32,1013.05
26.52,85.97,1012.02
26.25,76.33,1001.69
28.04,75.65,995.49
25.65,94.03,911.52
33.23,74.63,924.19
20.18,85.62,1009.19
28.12,74.76,998.68
25.35,75.53,999.34
18.12,73.0,1004.9
21.18,71.65,1010.65
25.53,86.55,1011.87
26.82,70.7,1001.62
21.51,77.52,960.68
22.52,79.03,978.51
21.43,78.97,998.42
13.18,80.04,1010.92
27.69,79.67,1009.35
17.97,78.72,984.56
16.97,78.35,980.57
34.29,74.23,920.06
34.17,74.27,909.73
15.2,76.22,985.27
19.83,83.73,997.2
12.46,80.1,1012.25
24.53,75.65,991.77
16.75,77.78,986.67
10.08,78.75,1008.4
13.93,78.27,980.93
27.69,79.65,1009.31
16.1,78.3,995.0
16.03,79.95,1009.73
28.23,95.0,998.96
11.15,75.97,1010.46
26.75,94.83,980.32
29.54,77.49,1003.38
9.23,76.87,1009.51
33.5,74.83,813.44
21.43,74.43,1005.75
12.71,76.95,974.66
8.77,78.1,1012.66
11.73,75.88,960.73
24.38,84.53,1003.59
25.85,85.6,1012.54
30.4,77.95,975.04
12.48,76.87,972.8
8.37,77.0,1012.85
34.1,74.65,938.45
17.67,82.23,997.94
34.11,74.52,932.77
