Latitude,Longitude,PTrain_DT2
22.17,86.63,23.28
30.03,77.83,17.96
17.74,78.47,29.45
28.33,75.68,20.12
16.33,74.78,30.6
16.43,74.68,30.64
25.38,74.3,24.47
29.8,78.65,17.37
22.52,85.63,23.17
26.13,87.62,19.85
20.78,85.72,24.82
20.82,75.97,29.25
21.85,87.92,22.47
10.95,78.08,30.14
24.32,92.0,21.34
16.95,82.23,26.08
27.07,88.47,15.54
18.33,84.13,25.11
11.73,78.97,29.15
32.4,78.25,10.15
20.27,81.48,27.15
22.67,76.73,27.1
11.83,75.33,29.04
26.43,80.37,20.38
8.08,77.5,28.78
31.33,75.33,17.8
10.92,79.83,27.81
10.07,78.8,28.7
29.7,77.03,18.42
14.78,74.13,29.02
33.0,74.9,15.27
21.62,85.58,23.9
21.32,70.32,27.84
24.98,79.92,22.29
17.25,80.15,28.76
21.83,76.37,28.18
21.82,75.62,28.33
27.9,80.8,18.79
22.08,82.15,25.3
9.95,76.27,28.91
10.23,77.47,22.75
12.95,78.3,28.78
16.7,74.23,30.33
22.53,88.33,22.32
22.65,88.45,22.39
7.22,93.73,27.57
10.75,79.35,28.61
25.15,75.85,24.41
25.18,75.9,24.35
17.55,80.63,28.43
9.53,76.6,29.33
11.25,75.78,28.96
23.4,88.52,22.37
10.4,78.67,29.05
33.58,75.5,14.64
34.42,74.3,13.08
15.83,78.07,30.45
26.85,79.5,20.33
25.22,82.72,21.68
13.24,76.86,30.1
19.28,74.37,29.56
17.87,78.76,29.35
17.22,78.03,29.76
13.55,76.01,30.06
22.5,73.75,26.62
21.53,73.43,27.16
32.68,74.76,17.11
31.91,75.45,17.42
29.92,77.07,18.25
13.02,80.12,27.7
27.57,79.35,19.61
27.51,79.51,19.61
30.02,79.07,15.95
13.35,77.98,29.15
34.3,73.95,10.48
34.12,74.81,12.88
28.62,72.97,20.72
22.17,85.62,23.6
27.78,79.32,19.45
21.85,72.13,26.02
17.5,74.75,30.36
26.7,89.45,18.56
28.19,75.7,20.27
20.03,77.83,28.95
25.25,94.47,15.8
26.89,79.65,20.21
17.92,82.97,26.19
22.44,88.1,22.22
11.7,75.53,28.96
30.04,73.95,19.04
9.82,77.15,27.95
21.95,85.32,23.54
21.23,78.9,27.21
22.05,78.3,25.84
26.8,75.64,22.08
19.25,73.15,27.99
19.5,83.32,26.28
33.23,74.39,16.17
32.96,74.41,17.01
24.6,84.82,22.24
29.79,78.71,17.52
19.9,86.12,24.03
29.87,78.72,16.55
20.27,85.18,24.9
21.42,79.27,26.57
17.07,78.49,29.34
25.4,79.5,22.08
12.85,74.9,29.14
28.93,74.89,19.73
23.1,71.4,26.62
23.43,85.32,22.41
12.42,78.38,29.81
11.83,75.67,29.33
23.48,70.47,26.06
22.42,71.87,26.44
25.13,75.58,24.41
24.54,75.71,25.15
25.7,81.35,21.16
17.28,76.22,31.15
21.78,85.97,23.64
21.32,77.61,27.95
10.92,76.43,29.63
10.47,79.73,28.08
20.23,83.28,26.39
18.15,73.0,28.41
27.05,79.39,20.16
26.65,79.99,20.31
27.23,79.25,20.02
23.1,74.87,26.85
28.37,76.9,19.67
29.82,78.53,17.21
19.72,76.27,29.85
33.77,74.35,11.43
30.66,76.84,17.8
26.18,92.73,19.06
23.32,91.32,21.61
25.05,75.0,24.73
26.49,79.19,20.91
9.18,76.55,29.01
10.98,78.23,30.06
34.45,74.29,13.21
24.75,78.25,23.64
24.03,79.2,23.81
17.75,77.9,30.05
27.08,79.82,19.92
15.85,77.27,31.12
22.84,88.42,22.41
24.98,78.27,23.34
23.6,74.62,26.44
23.35,77.07,25.97
16.62,73.9,29.98
23.63,85.0,22.54
