Latitude,Longitude,PTrain_DT2
17.44,78.54,29.37
22.22,70.23,28.27
24.11,78.98,28.37
25.47,92.8,27.67
25.5,93.12,28.48
27.75,95.92,29.31
27.03,79.39,31.44
21.72,71.38,28.56
18.03,75.33,28.3
21.08,83.4,29.66
26.35,75.57,32.16
25.3,93.43,24.92
32.8,79.18,17.54
27.32,95.9,28.34
26.03,90.17,30.14
21.55,71.35,28.46
17.18,78.71,29.14
16.17,76.52,29.77
34.0,74.92,28.28
20.2,83.7,27.36
23.4,69.88,29.64
22.32,87.05,29.59
22.83,85.12,28.69
17.98,76.33,28.69
26.87,79.11,31.55
12.02,77.25,27.87
25.2,94.47,23.33
25.68,92.8,28.44
20.78,77.67,29.17
24.7,79.02,29.59
22.88,69.82,28.79
23.83,87.82,29.98
32.52,74.76,33.54
26.28,94.25,26.14
24.55,92.6,28.82
24.87,86.52,30.0
29.97,77.04,33.47
28.07,75.62,33.18
9.92,78.12,30.98
9.83,78.08,30.79
17.93,73.67,21.97
16.75,78.0,29.58
21.08,71.78,28.15
27.23,79.05,31.71
26.75,92.35,29.51
22.0,80.7,28.12
25.03,88.13,30.2
20.55,74.53,28.04
21.17,81.73,29.22
32.27,77.17,25.6
22.58,80.37,28.54
22.82,69.27,28.63
12.5,76.83,28.19
12.92,74.88,27.74
12.95,74.83,28.14
16.18,81.13,29.68
27.5,77.68,32.58
12.92,92.92,28.52
18.05,78.27,29.52
12.42,75.73,22.79
29.02,77.63,33.09
11.8,77.82,32.25
22.42,87.32,29.57
8.3,73.0,27.05
28.83,78.75,32.35
15.42,73.78,27.36
26.67,84.92,31.34
30.58,78.48,24.73
29.47,79.65,22.88
18.9,72.82,27.62
19.12,72.85,27.7
30.45,78.08,24.45
29.47,77.73,33.02
26.12,85.4,31.02
12.3,76.7,27.21
11.8,76.0,24.73
27.54,79.69,31.56
24.65,84.58,29.9
15.47,79.87,29.88
20.87,84.4,29.68
13.11,80.3,29.8
9.93,78.12,30.99
16.45,77.43,30.62
22.87,87.98,29.71
24.77,77.7,29.48
24.78,78.44,29.62
28.45,76.11,33.65
26.4,89.75,30.08
24.03,78.38,29.14
22.69,88.15,29.59
21.02,73.15,28.73
25.03,87.32,30.24
19.47,82.58,27.97
26.72,92.9,29.46
10.2,76.72,29.74
26.13,85.63,31.03
28.42,73.37,35.02
24.85,83.78,30.26
24.05,78.89,28.9
21.55,74.7,29.14
17.53,78.59,29.15
26.02,79.34,30.91
15.68,75.63,28.22
27.87,79.44,31.81
12.75,79.67,30.57
13.04,80.23,29.86
16.53,75.58,28.62
19.62,74.57,27.63
27.57,79.74,31.52
30.77,79.48,20.07
17.93,78.8,29.1
25.65,75.59,31.58
17.55,73.98,24.16
19.32,74.33,26.81
23.1,80.23,28.61
26.43,92.03,29.75
17.52,75.47,28.8
18.23,73.28,27.95
20.83,78.25,29.33
22.83,85.03,28.45
30.71,76.84,33.14
22.07,88.05,29.31
