Latitude,Longitude,PTrain_RH2
22.82,86.18,63.11
22.82,86.18,63.13
22.88,84.13,55.95
25.08,73.08,36.18
18.2,75.2,52.55
24.53,76.17,38.29
25.45,78.58,39.1
21.92,84.08,53.22
26.3,73.02,31.88
30.55,79.57,48.47
33.19,74.15,35.88
14.53,76.35,57.5
22.23,85.65,62.85
25.48,84.42,53.75
25.05,84.08,52.69
26.2,73.94,32.89
28.88,74.07,29.52
26.72,89.88,72.01
21.73,75.15,46.49
22.47,70.07,69.22
26.1,92.73,83.1
26.38,79.19,40.1
24.92,86.22,60.76
17.61,78.88,48.53
25.55,82.32,46.67
23.63,75.13,41.6
28.05,94.18,78.82
30.64,76.05,37.11
30.8,75.82,37.24
29.28,77.42,36.97
33.98,74.27,51.56
28.06,75.28,31.23
25.1,78.8,39.73
33.78,74.07,34.52
26.21,73.07,32.36
33.34,74.21,34.7
32.6,74.87,44.06
24.43,85.52,57.82
23.1,74.15,48.07
22.17,86.63,68.9
30.03,77.83,39.8
17.74,78.47,47.96
28.33,75.68,31.96
16.33,74.78,66.01
16.43,74.68,65.94
25.38,74.3,35.5
29.8,78.65,38.44
22.52,85.63,62.08
26.13,87.62,65.3
20.78,85.72,64.15
20.82,75.97,43.48
21.85,87.92,78.45
10.95,78.08,50.6
24.32,92.0,81.67
16.95,82.23,73.18
27.07,88.47,67.91
18.33,84.13,74.15
11.73,78.97,59.8
32.4,78.25,53.81
20.27,81.48,47.73
22.67,76.73,40.95
11.83,75.33,82.78
26.43,80.37,43.21
8.08,77.5,79.73
31.33,75.33,38.68
10.92,79.83,73.87
10.07,78.8,68.51
29.7,77.03,36.67
14.78,74.13,83.64
33.0,74.9,36.15
21.62,85.58,64.25
21.32,70.32,70.17
24.98,79.92,41.95
17.25,80.15,51.76
21.83,76.37,41.9
21.82,75.62,43.87
27.9,80.8,44.89
22.08,82.15,48.2
9.95,76.27,80.49
10.23,77.47,82.64
12.95,78.3,59.83
16.7,74.23,71.88
22.53,88.33,75.98
22.65,88.45,75.02
7.22,93.73,80.78
10.75,79.35,64.27
25.15,75.85,37.0
25.18,75.9,36.96
17.55,80.63,52.52
9.53,76.6,74.11
11.25,75.78,81.13
23.4,88.52,71.08
10.4,78.67,63.64
33.58,75.5,39.43
34.42,74.3,36.53
15.83,78.07,47.57
26.85,79.5,40.96
25.22,82.72,47.99
13.24,76.86,56.92
19.28,74.37,59.86
17.87,78.76,47.76
17.22,78.03,48.56
13.55,76.01,67.87
22.5,73.75,55.56
21.53,73.43,62.75
32.68,74.76,44.64
31.91,75.45,41.86
29.92,77.07,37.4
13.02,80.12,71.16
27.57,79.35,40.95
27.51,79.51,41.46
30.02,79.07,45.98
13.35,77.98,55.56
34.3,73.95,46.15
34.12,74.81,36.97
28.62,72.97,28.02
22.17,85.62,62.82
27.78,79.32,40.49
21.85,72.13,69.78
17.5,74.75,61.71
26.7,89.45,70.34
28.19,75.7,31.93
20.03,77.83,42.63
25.25,94.47,87.37
26.89,79.65,41.37
17.92,82.97,67.61
22.44,88.1,76.83
11.7,75.53,81.86
30.04,73.95,31.08
9.82,77.15,83.06
21.95,85.32,62.13
21.23,78.9,43.31
22.05,78.3,45.95
26.8,75.64,33.55
19.25,73.15,74.83
19.5,83.32,58.8
33.23,74.39,36.09
32.96,74.41,40.85
24.6,84.82,55.32
29.79,78.71,38.23
19.9,86.12,75.56
29.87,78.72,42.86
20.27,85.18,66.3
21.42,79.27,45.09
17.07,78.49,51.37
25.4,79.5,40.94
12.85,74.9,82.49
28.93,74.89,31.18
23.1,71.4,54.68
23.43,85.32,58.92
12.42,78.38,54.65
11.83,75.67,79.72
23.48,70.47,57.61
22.42,71.87,62.18
25.13,75.58,36.88
24.54,75.71,38.3
25.7,81.35,44.35
17.28,76.22,46.3
21.78,85.97,66.59
21.32,77.61,42.0
10.92,76.43,69.14
10.47,79.73,70.75
20.23,83.28,54.33
18.15,73.0,81.2
27.05,79.39,40.61
26.65,79.99,42.35
27.23,79.25,40.32
23.1,74.87,44.45
28.37,76.9,34.49
29.82,78.53,38.92
19.72,76.27,44.48
33.77,74.35,43.5
30.66,76.84,38.8
26.18,92.73,82.3
23.32,91.32,83.11
25.05,75.0,36.83
26.49,79.19,40.4
9.18,76.55,78.75
10.98,78.23,50.05
34.45,74.29,36.27
24.75,78.25,39.43
24.03,79.2,41.79
17.75,77.9,45.48
27.08,79.82,41.96
15.85,77.27,44.59
22.84,88.42,73.77
24.98,78.27,39.17
23.6,74.62,43.02
23.35,77.07,40.61
16.62,73.9,78.95
23.63,85.0,57.14
22.6,81.47,50.04
18.75,73.55,72.75
26.99,79.64,41.4
24.82,78.76,39.98
33.53,77.5,59.81
24.37,82.95,48.82
25.05,84.05,52.59
25.07,83.95,52.2
16.55,73.62,80.04
29.89,78.66,40.78
24.86,78.86,40.1
29.12,75.52,32.45
25.5,75.85,36.4
23.97,93.22,85.04
23.37,93.12,86.22
29.98,78.62,38.49
24.97,85.1,56.29
22.53,88.32,76.03
26.52,85.97,59.2
26.25,76.33,35.53
28.04,75.65,31.71
25.65,94.03,87.97
33.23,74.63,38.95
20.18,85.62,69.91
28.12,74.76,30.36
25.35,75.53,36.43
18.12,73.0,81.73
21.18,71.65,71.05
25.53,86.55,61.99
26.82,70.7,29.52
21.51,77.52,48.29
22.52,79.03,45.64
21.43,78.97,43.32
13.18,80.04,68.79
27.69,79.67,42.11
17.97,78.72,46.99
16.97,78.35,50.26
34.29,74.23,39.18
34.17,74.27,41.71
15.2,76.22,53.34
19.83,83.73,60.15
12.46,80.1,74.03
24.53,75.65,38.32
16.75,77.78,46.56
10.08,78.75,66.91
13.93,78.27,53.55
27.69,79.65,42.04
16.1,78.3,49.3
16.03,79.95,65.44
28.23,95.0,78.5
11.15,75.97,79.38
26.75,94.83,82.59
29.54,77.49,37.64
9.23,76.87,72.4
33.5,74.83,63.5
21.43,74.43,51.74
12.71,76.95,58.14
8.77,78.1,76.44
11.73,75.88,93.42
24.38,84.53,54.28
25.85,85.6,58.34
30.4,77.95,37.35
12.48,76.87,61.79
8.37,77.0,79.19
34.1,74.65,36.74
17.67,82.23,67.54
34.11,74.52,37.15
18.93,77.48,43.05
9.8,76.8,85.26
17.83,73.92,71.84
23.72,85.5,58.6
23.8,81.35,45.53
12.92,74.82,83.15
26.62,89.83,72.19
24.65,79.15,40.72
29.98,78.7,38.46
24.22,84.67,54.93
23.97,87.17,65.17
17.97,78.86,47.3
27.83,79.47,41.63
16.13,76.58,47.69
9.75,76.57,73.45
11.98,75.95,88.53
24.71,79.22,40.76
24.82,85.25,56.82
16.17,76.88,45.27
32.89,74.74,45.27
24.59,79.18,40.83
34.51,76.27,52.5
23.8,80.8,44.36
26.42,87.43,64.39
13.32,77.14,55.08
24.37,87.42,65.42
23.8,86.28,61.48
12.42,92.93,80.95
26.75,80.88,43.68
30.93,75.87,37.85
30.9,75.8,37.51
25.75,93.18,83.87
34.03,74.68,37.28
25.55,76.22,36.58
34.42,74.23,36.38
30.38,77.81,38.43
24.5,87.13,64.2
24.58,78.88,40.45
21.7,84.67,56.62
23.27,92.47,85.44
25.2,93.3,84.11
13.7,75.67,71.9
25.58,93.77,86.33
26.77,84.98,55.22
27.23,94.12,83.41
25.18,86.08,60.32
28.33,73.2,28.46
24.37,87.2,64.65
21.85,87.22,74.2
24.17,88.27,68.6
30.72,76.25,37.87
17.44,78.54,48.3
22.22,70.23,65.7
24.11,78.98,42.55
25.47,92.8,82.6
25.5,93.12,83.87
27.75,95.92,81.09
27.03,79.39,40.6
21.72,71.38,60.42
18.03,75.33,52.1
21.08,83.4,52.14
26.35,75.57,34.38
25.3,93.43,85.04
32.8,79.18,61.21
27.32,95.9,80.77
26.03,90.17,74.87
21.55,71.35,63.07
17.18,78.71,50.68
16.17,76.52,47.6
34.0,74.92,37.2
20.2,83.7,60.93
23.4,69.88,59.24
22.32,87.05,69.6
22.83,85.12,58.19
17.98,76.33,47.54
26.87,79.11,39.92
12.02,77.25,62.48
25.2,94.47,88.37
25.68,92.8,82.82
20.78,77.67,42.06
24.7,79.02,40.53
22.88,69.82,68.12
23.83,87.82,67.99
32.52,74.76,43.62
26.28,94.25,83.94
24.55,92.6,82.93
24.87,86.52,61.7
29.97,77.04,37.4
28.07,75.62,31.71
9.92,78.12,58.85
9.83,78.08,60.35
17.93,73.67,77.91
16.75,78.0,48.23
21.08,71.78,73.71
27.23,79.05,39.75
26.75,92.35,80.97
22.0,80.7,46.86
25.03,88.13,67.43
20.55,74.53,53.12
21.17,81.73,46.65
32.27,77.17,45.5
22.58,80.37,45.01
22.82,69.27,69.52
12.5,76.83,62.41
12.92,74.88,83.89
12.95,74.83,83.27
16.18,81.13,72.44
27.5,77.68,36.65
12.92,92.92,81.57
18.05,78.27,45.26
12.42,75.73,88.14
29.02,77.63,37.16
11.8,77.82,45.33
22.42,87.32,71.04
8.3,73.0,89.11
28.83,78.75,40.38
15.42,73.78,84.95
26.67,84.92,55.0
30.58,78.48,49.9
29.47,79.65,59.68
18.9,72.82,79.48
19.12,72.85,78.37
30.45,78.08,51.48
29.47,77.73,38.2
26.12,85.4,57.35
12.3,76.7,67.59
11.8,76.0,86.41
27.54,79.69,42.04
24.65,84.58,54.35
15.47,79.87,69.08
20.87,84.4,57.55
13.11,80.3,74.33
9.93,78.12,58.7
16.45,77.43,43.72
22.87,87.98,72.97
24.77,77.7,39.35
24.78,78.44,39.78
28.45,76.11,32.93
26.4,89.75,72.6
24.03,78.38,40.77
22.69,88.15,74.7
21.02,73.15,67.98
25.03,87.32,64.71
19.47,82.58,57.04
26.72,92.9,82.66
10.2,76.72,69.29
26.13,85.63,58.26
28.42,73.37,28.36
24.85,83.78,51.6
24.05,78.89,41.57
21.55,74.7,49.52
17.53,78.59,48.79
26.02,79.34,40.42
15.68,75.63,58.6
27.87,79.44,41.57
12.75,79.67,63.8
13.04,80.23,73.42
16.53,75.58,54.05
19.62,74.57,55.06
27.57,79.74,42.19
30.77,79.48,69.36
17.93,78.8,47.96
25.65,75.59,35.59
17.55,73.98,74.53
19.32,74.33,59.79
23.1,80.23,44.41
26.43,92.03,80.95
17.52,75.47,51.32
18.23,73.28,76.5
20.83,78.25,42.21
22.83,85.03,57.99
30.71,76.84,38.47
22.07,88.05,78.48
