Latitude,Longitude,PTrain_WSD
24.03,79.2,6.33
17.75,77.9,6.49
27.08,79.82,6.72
15.85,77.27,6.61
22.84,88.42,4.98
24.98,78.27,6.48
23.6,74.62,7.54
23.35,77.07,6.58
16.62,73.9,8.0
23.63,85.0,3.58
22.6,81.47,5.78
18.75,73.55,8.14
26.99,79.64,6.78
24.82,78.76,6.43
33.53,77.5,8.33
24.37,82.95,5.09
25.05,84.05,4.99
25.07,83.95,5.04
16.55,73.62,8.47
29.89,78.66,0.43
24.86,78.86,6.39
29.12,75.52,6.65
25.5,75.85,6.98
23.97,93.22,1.46
23.37,93.12,1.98
29.98,78.62,1.42
24.97,85.1,4.37
22.53,88.32,5.57
26.52,85.97,4.74
26.25,76.33,6.85
28.04,75.65,6.18
25.65,94.03,2.28
33.23,74.63,-1.15
20.18,85.62,5.31
28.12,74.76,6.64
25.35,75.53,7.02
18.12,73.0,8.89
21.18,71.65,10.19
25.53,86.55,4.0
26.82,70.7,8.93
21.51,77.52,7.7
22.52,79.03,6.61
21.43,78.97,6.64
13.18,80.04,8.15
27.69,79.67,6.66
17.97,78.72,6.04
16.97,78.35,6.27
34.29,74.23,-0.95
34.17,74.27,-0.9
15.2,76.22,7.09
19.83,83.73,4.42
12.46,80.1,9.09
24.53,75.65,6.86
16.75,77.78,6.38
10.08,78.75,10.73
13.93,78.27,6.99
27.69,79.65,6.65
16.1,78.3,5.98
16.03,79.95,6.6
28.23,95.0,3.98
11.15,75.97,10.63
26.75,94.83,1.96
29.54,77.49,5.94
9.23,76.87,12.17
33.5,74.83,5.14
21.43,74.43,7.68
12.71,76.95,8.12
8.77,78.1,13.17
11.73,75.88,9.31
24.38,84.53,4.18
25.85,85.6,4.59
30.4,77.95,2.56
12.48,76.87,8.31
8.37,77.0,13.87
34.1,74.65,-0.29
17.67,82.23,5.51
34.11,74.52,-0.82
18.93,77.48,6.84
9.8,76.8,10.54
17.83,73.92,7.91
23.72,85.5,3.45
23.8,81.35,5.72
12.92,74.82,9.72
26.62,89.83,2.89
24.65,79.15,6.44
29.98,78.7,2.18
24.22,84.67,3.89
23.97,87.17,3.64
17.97,78.86,5.95
27.83,79.47,6.66
16.13,76.58,7.03
9.75,76.57,11.69
11.98,75.95,9.12
24.71,79.22,6.41
24.82,85.25,4.19
16.17,76.88,6.86
32.89,74.74,5.25
24.59,79.18,6.44
34.51,76.27,6.11
23.8,80.8,5.99
26.42,87.43,4.09
13.32,77.14,8.33
24.37,87.42,3.43
23.8,86.28,3.56
12.42,92.93,8.01
26.75,80.88,6.72
30.93,75.87,5.71
30.9,75.8,5.72
25.75,93.18,2.18
34.03,74.68,-0.48
25.55,76.22,6.9
34.42,74.23,-0.65
30.38,77.81,4.01
24.5,87.13,3.4
24.58,78.88,6.39
21.7,84.67,3.75
23.27,92.47,2.27
25.2,93.3,1.22
13.7,75.67,8.05
25.58,93.77,1.66
26.77,84.98,5.4
27.23,94.12,3.6
25.18,86.08,4.04
28.33,73.2,7.58
24.37,87.2,3.49
21.85,87.22,5.73
24.17,88.27,3.65
30.72,76.25,5.68
17.44,78.54,6.05
22.22,70.23,10.78
24.11,78.98,6.15
25.47,92.8,1.63
25.5,93.12,2.14
27.75,95.92,4.77
27.03,79.39,6.73
21.72,71.38,9.55
18.03,75.33,7.13
21.08,83.4,4.13
26.35,75.57,6.89
25.3,93.43,1.34
32.8,79.18,9.62
27.32,95.9,3.57
26.03,90.17,3.13
21.55,71.35,9.7
17.18,78.71,6.01
16.17,76.52,6.99
34.0,74.92,-0.33
20.2,83.7,4.34
23.4,69.88,11.33
22.32,87.05,4.87
22.83,85.12,3.63
17.98,76.33,7.31
26.87,79.11,6.84
12.02,77.25,8.66
25.2,94.47,2.2
25.68,92.8,2.03
20.78,77.67,6.72
24.7,79.02,6.36
22.88,69.82,11.91
23.83,87.82,3.94
32.52,74.76,5.43
26.28,94.25,1.39
24.55,92.6,2.65
24.87,86.52,3.56
29.97,77.04,5.8
28.07,75.62,6.27
9.92,78.12,10.33
9.83,78.08,10.51
17.93,73.67,8.71
16.75,78.0,6.34
21.08,71.78,10.4
27.23,79.05,6.72
26.75,92.35,2.81
22.0,80.7,5.98
25.03,88.13,3.45
20.55,74.53,7.4
21.17,81.73,4.93
32.27,77.17,-0.95
22.58,80.37,6.14
22.82,69.27,12.15
12.5,76.83,8.33
12.92,74.88,9.46
12.95,74.83,9.62
16.18,81.13,7.06
27.5,77.68,6.79
12.92,92.92,7.56
18.05,78.27,6.24
12.42,75.73,9.1
29.02,77.63,6.2
11.8,77.82,7.88
22.42,87.32,5.03
8.3,73.0,14.45
28.83,78.75,6.21
15.42,73.78,8.85
26.67,84.92,5.33
30.58,78.48,-0.7
29.47,79.65,0.3
18.9,72.82,9.32
19.12,72.85,9.33
30.45,78.08,-0.55
29.47,77.73,5.94
26.12,85.4,4.79
12.3,76.7,8.57
11.8,76.0,9.19
27.54,79.69,6.71
24.65,84.58,4.27
15.47,79.87,7.11
20.87,84.4,4.18
13.11,80.3,8.62
9.93,78.12,10.3
16.45,77.43,6.33
22.87,87.98,5.14
24.77,77.7,6.31
24.78,78.44,6.32
28.45,76.11,6.48
26.4,89.75,3.11
24.03,78.38,6.39
22.69,88.15,5.41
21.02,73.15,9.45
25.03,87.32,3.55
19.47,82.58,4.62
26.72,92.9,2.94
10.2,76.72,10.83
26.13,85.63,4.7
28.42,73.37,7.35
24.85,83.78,4.98
24.05,78.89,6.3
21.55,74.7,7.39
17.53,78.59,6.14
26.02,79.34,6.82
15.68,75.63,7.34
27.87,79.44,6.64
12.75,79.67,8.04
13.04,80.23,8.59
16.53,75.58,7.15
19.62,74.57,7.36
27.57,79.74,6.66
30.77,79.48,3.78
17.93,78.8,6.09
25.65,75.59,6.96
17.55,73.98,8.19
19.32,74.33,7.59
23.1,80.23,6.18
26.43,92.03,2.92
17.52,75.47,6.97
18.23,73.28,8.76
