Latitude,Longitude,PTrain_WSD
34.65,76.02,7.33
30.1,77.75,4.56
20.13,85.15,8.04
24.28,85.17,5.11
27.33,82.7,3.76
23.2,79.95,4.17
19.08,82.03,7.03
26.82,75.8,5.02
26.9,70.92,7.04
21.05,75.57,7.31
25.35,72.62,7.31
26.53,88.72,3.97
32.67,74.83,5.4
22.82,86.18,6.79
22.82,86.18,6.79
22.88,84.13,5.48
25.08,73.08,7.41
18.2,75.2,7.67
24.53,76.17,6.01
25.45,78.58,4.31
21.92,84.08,5.95
26.3,73.02,6.32
30.55,79.57,5.57
33.19,74.15,5.49
14.53,76.35,7.55
22.23,85.65,6.85
25.48,84.42,4.25
25.05,84.08,4.4
26.2,73.94,6.13
28.88,74.07,4.79
26.72,89.88,3.88
21.73,75.15,7.77
22.47,70.07,10.84
26.1,92.73,3.91
26.38,79.19,4.09
24.92,86.22,5.11
17.61,78.88,6.89
25.55,82.32,3.94
23.63,75.13,7.38
28.05,94.18,2.75
30.64,76.05,4.69
30.8,75.82,4.74
29.28,77.42,4.38
33.98,74.27,6.62
28.06,75.28,4.74
25.1,78.8,4.28
33.78,74.07,5.65
26.21,73.07,6.39
33.34,74.21,5.64
32.6,74.87,5.37
24.43,85.52,5.09
23.1,74.15,8.72
22.17,86.63,7.59
30.03,77.83,4.54
17.74,78.47,6.6
28.33,75.68,4.6
16.33,74.78,8.38
16.43,74.68,8.42
25.38,74.3,6.62
29.8,78.65,4.68
22.52,85.63,6.61
26.13,87.62,4.29
20.78,85.72,7.53
20.82,75.97,6.85
21.85,87.92,8.25
10.95,78.08,7.77
24.32,92.0,5.81
16.95,82.23,8.91
27.07,88.47,3.9
18.33,84.13,8.76
11.73,78.97,8.22
32.4,78.25,6.58
20.27,81.48,5.96
22.67,76.73,6.08
11.83,75.33,9.14
26.43,80.37,4.0
8.08,77.5,8.67
31.33,75.33,4.91
10.92,79.83,8.74
10.07,78.8,8.47
29.7,77.03,4.46
14.78,74.13,9.58
33.0,74.9,5.72
21.62,85.58,7.13
21.32,70.32,10.46
24.98,79.92,4.0
17.25,80.15,7.71
21.83,76.37,6.46
21.82,75.62,7.28
27.9,80.8,4.13
22.08,82.15,5.12
9.95,76.27,8.89
10.23,77.47,7.55
12.95,78.3,7.32
16.7,74.23,8.86
22.53,88.33,7.81
22.65,88.45,7.62
7.22,93.73,7.97
10.75,79.35,8.45
25.15,75.85,5.91
25.18,75.9,5.86
17.55,80.63,7.71
9.53,76.6,8.62
11.25,75.78,9.04
23.4,88.52,6.78
10.4,78.67,8.31
33.58,75.5,5.91
34.42,74.3,6.1
15.83,78.07,7.3
26.85,79.5,4.06
25.22,82.72,4.06
13.24,76.86,7.31
19.28,74.37,8.51
17.87,78.76,6.64
17.22,78.03,6.68
13.55,76.01,7.98
22.5,73.75,9.46
21.53,73.43,9.8
32.68,74.76,5.4
31.91,75.45,5.1
29.92,77.07,4.51
13.02,80.12,8.76
27.57,79.35,4.12
27.51,79.51,4.11
30.02,79.07,5.19
13.35,77.98,7.01
34.3,73.95,6.48
34.12,74.81,6.17
28.62,72.97,5.11
22.17,85.62,6.87
27.78,79.32,4.11
21.85,72.13,10.53
17.5,74.75,8.21
26.7,89.45,3.89
28.19,75.7,4.62
20.03,77.83,5.17
25.25,94.47,3.91
26.89,79.65,4.06
17.92,82.97,8.49
22.44,88.1,8.01
11.7,75.53,9.11
30.04,73.95,4.74
9.82,77.15,7.98
21.95,85.32,6.75
21.23,78.9,4.64
22.05,78.3,4.83
26.8,75.64,5.1
19.25,73.15,10.04
19.5,83.32,7.38
33.23,74.39,5.54
32.96,74.41,5.37
24.6,84.82,4.84
29.79,78.71,4.62
19.9,86.12,8.5
29.87,78.72,4.96
20.27,85.18,7.94
21.42,79.27,4.62
17.07,78.49,7.02
25.4,79.5,4.07
12.85,74.9,9.26
28.93,74.89,4.66
23.1,71.4,9.81
23.43,85.32,5.78
12.42,78.38,7.63
11.83,75.67,8.96
23.48,70.47,10.37
22.42,71.87,10.2
25.13,75.58,6.07
24.54,75.71,6.35
25.7,81.35,3.9
17.28,76.22,6.8
21.78,85.97,7.37
21.32,77.61,5.32
10.92,76.43,8.6
10.47,79.73,8.63
20.23,83.28,6.96
18.15,73.0,10.08
27.05,79.39,4.08
26.65,79.99,4.03
27.23,79.25,4.1
23.1,74.87,7.93
28.37,76.9,4.38
29.82,78.53,4.73
19.72,76.27,6.51
33.77,74.35,6.37
30.66,76.84,4.7
26.18,92.73,3.82
23.32,91.32,7.13
25.05,75.0,6.51
26.49,79.19,4.1
9.18,76.55,8.77
10.98,78.23,7.86
34.45,74.29,6.09
24.75,78.25,4.56
24.03,79.2,4.24
17.75,77.9,6.33
27.08,79.82,4.07
15.85,77.27,6.69
22.84,88.42,7.44
24.98,78.27,4.51
23.6,74.62,7.93
23.35,77.07,5.66
16.62,73.9,9.19
23.63,85.0,5.5
22.6,81.47,4.65
18.75,73.55,9.33
26.99,79.64,4.07
24.82,78.76,4.33
33.53,77.5,7.54
24.37,82.95,4.35
25.05,84.05,4.39
25.07,83.95,4.36
16.55,73.62,9.66
29.89,78.66,4.86
24.86,78.86,4.28
29.12,75.52,4.55
25.5,75.85,5.72
23.97,93.22,5.18
23.37,93.12,5.71
29.98,78.62,4.73
24.97,85.1,4.66
22.53,88.32,7.82
26.52,85.97,4.03
26.25,76.33,5.07
28.04,75.65,4.65
25.65,94.03,4.37
33.23,74.63,5.97
20.18,85.62,8.13
28.12,74.76,4.84
25.35,75.53,6.0
18.12,73.0,10.04
21.18,71.65,10.41
